,Symbol,Name,Industry,IndustryCode
424,MTSI,MACOM Technology Solutions Holdings Inc,반도체 및 반도체 장비,571010
425,TFSL,TFS Financial Corp,은행,551010
426,GO,Grocery Outlet Holding Corp,식품 및 약품소매,543010
427,DNLI,Denali Therapeutics Inc,생명과학 및 메디컬 리서치,562020
428,VIRT,Virtu Financial Inc Class A,투자은행 및 서비스,551020
429,BCPC,Balchem Corp,식품 및 담배,541020
430,LSXMA,Liberty Media Corp Series A,미디어 및 출판,533020
431,AY,Atlantica Sustainable Infrastructure PLC,전기 유틸리티,591010
432,CYTK,Cytokinetics Inc,생명과학 및 메디컬 리서치,562020
433,FOXF,Fox Factory Holding Corp,자동차 및 자동차 부품,531010
434,FRSH,Freshworks Inc Class A,소프트웨어 및 IT서비스,572010
435,RPD,Rapid7 Inc,소프트웨어 및 IT서비스,572010
436,ACT,Enact Holdings Inc,보험,553010
437,AMED,Amedisys Inc,헬스케어 업체 및 서비스,561020
438,MANT,ManTech International Corp Class A,소프트웨어 및 IT서비스,572010
439,STAA,STAAR Surgical Co,헬스케어 장비 및 용품,561010
440,ZD,Ziff Davis Inc,소프트웨어 및 IT서비스,572010
441,GLBE,Global-E Online Ltd,소프트웨어 및 IT서비스,572010
442,MRTX,Mirati Therapeutics Inc,생명과학 및 메디컬 리서치,562020
443,DUOL,Duolingo Inc Class A,소프트웨어 및 IT서비스,572010
444,INDB,Independent Bank Corp (Massachusetts),은행,551010
445,SLM,SLM Corp,은행,551010
446,HLNE,Hamilton Lane Inc Class A,투자은행 및 서비스,551020
447,BL,Blackline Inc,소프트웨어 및 IT서비스,572010
448,SHLS,Shoals Technologies Group Inc Class A,재생에너지,502010
449,UMPQ,Umpqua Holdings Corp,은행,551010
450,SPWR,SunPower Corp,재생에너지,502010
451,PECO,Phillips Edison & Co Inc,주택 및 상업용 리츠,601020
452,ZLAB,Zai Lab Ltd ADR,제약,562010
453,OLLI,Ollie's Bargain Outlet Holdings Inc,다양한 소매업,534020
454,LBTYA,Liberty Global PLC Class A,통신 서비스,574010
455,TPTX,Turning Point Therapeutics Inc,생명과학 및 메디컬 리서치,562020
456,WING,Wingstop Inc,호텔 및 엔터테인먼트,533010
457,DIOD,Diodes Inc,반도체 및 반도체 장비,571010
458,KRTX,Karuna Therapeutics Inc,생명과학 및 메디컬 리서치,562020
459,VIR,Vir Biotechnology Inc,생명과학 및 메디컬 리서치,562020
460,PRFT,Perficient Inc,소프트웨어 및 IT서비스,572010
461,ASO,Academy Sports and Outdoors Inc,전문품 상점,534030
462,APPN,Appian Corp Class A,소프트웨어 및 IT서비스,572010
463,CVBF,CVB Financial Corp,은행,551010
464,LANC,Lancaster Colony Corp,식품 및 담배,541020
465,NCNO,nCino Inc,소프트웨어 및 IT서비스,572010
466,CERT,Certara Inc,소프트웨어 및 IT서비스,572010
467,APPF,Appfolio Inc Class A,소프트웨어 및 IT서비스,572010
468,PTON,Peloton Interactive Inc Class A,레저 상품,532050
469,BANF,BancFirst Corp,은행,551010
470,EBC,Eastern Bankshares Inc,은행,551010
471,RARE,Ultragenyx Pharmaceutical Inc,생명과학 및 메디컬 리서치,562020
472,UCBI,United Community Banks Inc,은행,551010
473,VC,Visteon Corp,자동차 및 자동차 부품,531010
474,SBRA,Sabra Health Care REIT Inc,주택 및 상업용 리츠,601020
475,WIX,Wix.Com Ltd,소프트웨어 및 IT서비스,572010
476,NTNX,Nutanix Inc Class A,소프트웨어 및 IT서비스,572010
477,PTEN,Patterson-UTI Energy Inc,오일 및 가스 장비 및 서비스,501030
478,GT,Goodyear Tire & Rubber Co,자동차 및 자동차 부품,531010
479,ALRM,Alarm.com Holdings Inc,소프트웨어 및 IT서비스,572010
480,SMTC,Semtech Corp,반도체 및 반도체 장비,571010
481,TTEC,TTEC Holdings Inc,소프트웨어 및 IT서비스,572010
482,ESGR,Enstar Group Ltd,보험,553010
483,ABCM,Abcam PLC ADR,제약,562010
484,PZZA,Papa John's International Inc,호텔 및 엔터테인먼트,533010
485,NWS,News Corp Class B,미디어 및 출판,533020
486,VIAV,Viavi Solutions Inc,커뮤니케이션 및 네트워킹,571020
487,AEIS,Advanced Energy Industries Inc,"건설장비 및 대형차, 기차, 배",521020
488,LIVN,LivaNova PLC,헬스케어 장비 및 용품,561010
489,FCFS,Firstcash Holdings Inc,은행,551010
490,GLPG,Galapagos NV ADR,생명과학 및 메디컬 리서치,562020
491,MMSI,Merit Medical Systems Inc,헬스케어 장비 및 용품,561010
492,AXNX,Axonics Inc,헬스케어 장비 및 용품,561010
493,BPMC,Blueprint Medicines Corp,생명과학 및 메디컬 리서치,562020
494,PTCT,PTC Therapeutics Inc,생명과학 및 메디컬 리서치,562020
495,PCH,Potlatchdeltic Corp,주택 및 상업용 리츠,601020
496,AMBA,Ambarella Inc,반도체 및 반도체 장비,571010
497,MRCY,Mercury Systems Inc,우주항공 및 국방,521010
498,ONEM,1Life Healthcare Inc,헬스케어 업체 및 서비스,561020
499,SMPL,Simply Good Foods Co,식품 및 담배,541020
500,PACW,PacWest Bancorp,은행,551010
501,FHB,First Hawaiian Inc,은행,551010
502,NSIT,Insight Enterprises Inc,"컴퓨터, 전화 및 가전제품",571060
503,HRMY,Harmony Biosciences Holdings Inc,제약,562010
504,SSRM,SSR Mining Inc,메탈&마이닝,512010
505,WETG,WeTrade Group Inc,소프트웨어 및 IT서비스,572010
506,PEGA,Pegasystems Inc,소프트웨어 및 IT서비스,572010
507,OTTR,Otter Tail Corp,전기 유틸리티,591010
508,ACIW,ACI Worldwide Inc,핀테크,573010
509,BLKB,Blackbaud Inc,소프트웨어 및 IT서비스,572010
510,AHCO,Adapthealth Corp,헬스케어 장비 및 용품,561010
511,ABCB,Ameris Bancorp,은행,551010
512,VICR,Vicor Corp,"건설장비 및 대형차, 기차, 배",521020
513,FRHC,Freedom Holding Corp,투자은행 및 서비스,551020
514,BRP,BRP Group Inc Class A,보험,553010
515,MXL,Maxlinear Inc,반도체 및 반도체 장비,571010
516,AMEH,Apollo Medical Holdings Inc,헬스케어 업체 및 서비스,561020
517,MMYT,MakeMyTrip Ltd,호텔 및 엔터테인먼트,533010
518,NKLA,Nikola Corp,자동차 및 자동차 부품,531010
519,AAON,Aaon Inc,"건설장비 및 대형차, 기차, 배",521020
520,BHF,Brighthouse Financial Inc,보험,553010
521,DORM,Dorman Products Inc,자동차 및 자동차 부품,531010
522,COOP,Mr Cooper Group Inc,은행,551010
523,FOCS,Focus Financial Partners Inc Class A,투자은행 및 서비스,551020
524,MSTR,Microstrategy Inc Class A,소프트웨어 및 IT서비스,572010
525,HELE,Helen of Troy Ltd,가정용품,532040
526,TWNK,Hostess Brands Inc Class A,식품 및 담배,541020
527,SGRY,Surgery Partners Inc,헬스케어 업체 및 서비스,561020
528,PPBI,Pacific Premier Bancorp Inc,은행,551010
529,LOPE,Grand Canyon Education Inc,교육서비스,631010
530,AUR,Aurora Innovation Inc Class A,소프트웨어 및 IT서비스,572010
531,CATY,Cathay General Bancorp,은행,551010
532,CCOI,Cogent Communications Holdings Inc,통신 서비스,574010
533,NWE,NorthWestern Corp,전기 유틸리티,591010
534,VRNS,Varonis Systems Inc,소프트웨어 및 IT서비스,572010
535,ABCL,Abcellera Biologics Inc,생명과학 및 메디컬 리서치,562020
536,ULCC,Frontier Group Holdings Inc,운송업,524060
537,OPEN,Opendoor Technologies Inc Class A,부동산 운영 관리,601010
538,WSFS,WSFS Financial Corp,은행,551010
539,IQ,iQIYI Inc ADR Class A,소프트웨어 및 IT서비스,572010
540,PSEC,Prospect Capital Corp,다양한 금융서비스,555010
541,SFNC,Simmons First National Corp Class A,은행,551010
542,NVMI,Nova Ltd,반도체 및 반도체 장비,571010
543,CORT,Corcept Therapeutics Inc,제약,562010
544,HLIO,Helios Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
545,SANM,Sanmina Corp,반도체 및 반도체 장비,571010
546,SFM,Sprouts Farmers Market Inc,식품 및 약품소매,543010
547,FATE,Fate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
548,STNE,StoneCo Ltd Class A,핀테크,573010
549,VRNT,Verint Systems Inc,소프트웨어 및 IT서비스,572010
550,MGEE,MGE Energy Inc,전기 유틸리티,591010
551,CRVL,CorVel Corp,헬스케어 업체 및 서비스,561020
552,CARG,CarGurus Inc Class A,소프트웨어 및 IT서비스,572010
553,PDCO,Patterson Companies Inc,헬스케어 장비 및 용품,561010
554,STEP,StepStone Group Inc Class A,투자은행 및 서비스,551020
555,JAMF,Jamf Holding Corp,소프트웨어 및 IT서비스,572010
556,SMCI,Super Micro Computer Inc,"컴퓨터, 전화 및 가전제품",571060
557,SRAD,Sportradar Group AG Class A,소프트웨어 및 IT서비스,572010
558,CVET,Covetrus Inc,헬스케어 장비 및 용품,561010
559,TCBI,Texas Capital Bancshares Inc,은행,551010
560,RMBS,Rambus Inc,반도체 및 반도체 장비,571010
561,IBTX,Independent Bank Group Inc,은행,551010
562,ARLP,Alliance Resource Partners Units,석탄,501010
563,ALHC,Alignment Healthcare Inc,헬스케어 업체 및 서비스,561020
564,SPT,Sprout Social Inc Class A,소프트웨어 및 IT서비스,572010
565,PGNY,Progyny Inc,헬스케어 업체 및 서비스,561020
566,LESL,Leslie's Inc,전문품 상점,534030
567,INMD,Inmode Ltd,헬스케어 장비 및 용품,561010
568,CVT,Cvent Holding Corp,소프트웨어 및 IT서비스,572010
569,KLIC,Kulicke and Soffa Industries Inc,반도체 및 반도체 장비,571010
570,FWRD,Forward Air Corp,화물 및 물류 서비스,524050
571,ANGI,Angi Inc Class A,소프트웨어 및 IT서비스,572010
572,SIMO,Silicon Motion Technology Corp ADR,반도체 및 반도체 장비,571010
573,FOLD,Amicus Therapeutics Inc,생명과학 및 메디컬 리서치,562020
574,NUVA,NuVasive Inc,헬스케어 장비 및 용품,561010
575,SONO,Sonos Inc,"컴퓨터, 전화 및 가전제품",571060
576,IBOC,International Bancshares Corp,은행,551010
577,ARVN,Arvinas Inc,생명과학 및 메디컬 리서치,562020
578,WERN,Werner Enterprises Inc,화물 및 물류 서비스,524050
579,FORM,FormFactor Inc,반도체 및 반도체 장비,571010
580,TRIP,Tripadvisor Inc,호텔 및 엔터테인먼트,533010
581,SBLK,Star Bulk Carriers Corp,화물 및 물류 서비스,524050
582,IPAR,Inter Parfums Inc,"개인, 가정 용품 및 서비스",542010
583,PAGP,Plains GP Holdings LP Class A,오일 및 가스 장비 및 서비스,501030
584,XRX,Xerox Holdings Corp,사무기기,571050
585,KNBE,Knowbe4 Inc Class A,소프트웨어 및 IT서비스,572010
586,FULT,Fulton Financial Corp,은행,551010
587,PFHC,ProFrac Holding Corp Class A,오일 및 가스 장비 및 서비스,501030
588,HUBG,Hub Group Inc Class A,화물 및 물류 서비스,524050
589,AIMC,Altra Industrial Motion Corp,"건설장비 및 대형차, 기차, 배",521020
590,ROIV,Roivant Sciences Ltd,생명과학 및 메디컬 리서치,562020
591,PLXS,Plexus Corp,반도체 및 반도체 장비,571010
592,JJSF,J & J Snack Foods Corp,식품 및 담배,541020
593,ITRI,Itron Inc,"건설장비 및 대형차, 기차, 배",521020
594,JBLU,JetBlue Airways Corp,운송업,524060
595,TRUP,Trupanion Inc,보험,553010
596,LAZR,Luminar Technologies Inc Class A,자동차 및 자동차 부품,531010
597,VRRM,Verra Mobility Corp Class A,전문 및 상업 서비스,522030
598,FRPT,Freshpet Inc,식품 및 담배,541020
599,PCRX,Pacira Biosciences Inc,제약,562010
600,ARRY,Array Technologies Inc,재생에너지,502010
601,MEOH,Methanex Corp,화학,511010
602,SHOO,Steven Madden Ltd,섬유 및 의류,532020
603,LFST,Lifestance Health Group Inc,헬스케어 업체 및 서비스,561020
604,TIGO,Millicom International Cellular SA,통신 서비스,574010
605,TWST,Twist Bioscience Corp,제약,562010
606,LGIH,LGI Homes Inc,주택건설,532030
607,AUB,Atlantic Union Bankshares Corp,은행,551010
608,UPWK,Upwork Inc,전문 및 상업 서비스,522030
609,OZON,Ozon Holdings PLC ADR,다양한 소매업,534020
610,INSM,Insmed Inc,생명과학 및 메디컬 리서치,562020
611,NTCT,Netscout Systems Inc,소프트웨어 및 IT서비스,572010
612,IOSP,Innospec Inc,화학,511010
613,CD,Chindata Group Holdings Ltd ADR,소프트웨어 및 IT서비스,572010
614,FLYW,Flywire Corp,전문 및 상업 서비스,522030
615,CVLT,Commvault Systems Inc,소프트웨어 및 IT서비스,572010
616,VSAT,Viasat Inc,커뮤니케이션 및 네트워킹,571020
617,EQRX,EQRx Inc,생명과학 및 메디컬 리서치,562020
618,EYE,National Vision Holdings Inc,전문품 상점,534030
619,AAWW,Atlas Air Worldwide Holdings Inc,화물 및 물류 서비스,524050
620,LBRDA,Liberty Broadband Corp Series A,미디어 및 출판,533020
621,ATSG,Air Transport Services Group Inc,화물 및 물류 서비스,524050
622,WDFC,WD-40 Co,"개인, 가정 용품 및 서비스",542010
623,BLDP,Ballard Power Systems Inc,재생에너지,502010
624,ZG,Zillow Group Inc Class A,부동산 운영 관리,601010
625,CSQ,Calamos Strategic Total Return Closed Fund,다양한 금융서비스,555010
626,GLNG,Golar LNG Ltd,오일 및 가스 장비 및 서비스,501030
627,MLCO,Melco Resorts & Entertainment Ltd ADR,호텔 및 엔터테인먼트,533010
628,ACAD,ACADIA Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
629,DSEY,Diversey Holdings Ltd,화학,511010
630,DNUT,Krispy Kreme Inc,호텔 및 엔터테인먼트,533010
631,GDRX,Goodrx Holdings Inc Class A,소프트웨어 및 IT서비스,572010
632,FRME,First Merchants Corp,은행,551010
633,HPK,Highpeak Energy Inc,오일 및 가스 장비 및 서비스,501030
634,GBDC,Golub Capital Bdc Inc,투자은행 및 서비스,551020
635,FLNC,Fluence Energy Inc Class A,"건설장비 및 대형차, 기차, 배",521020
636,NEOG,Neogen Corp,헬스케어 장비 및 용품,561010
637,UNIT,Uniti Group Inc,주택 및 상업용 리츠,601020
638,EXPI,eXp World Holdings Inc,부동산 운영 관리,601010
639,CSIQ,Canadian Solar Inc (Pre-Reincorporation),재생에너지,502010
640,CVAC,CureVac NV,생명과학 및 메디컬 리서치,562020
641,MGPI,MGP Ingredients Inc,음료,541010
642,COLB,Columbia Banking System Inc,은행,551010
643,MLKN,MillerKnoll Inc,전문 및 상업 서비스,522030
644,ACLS,Axcelis Technologies Inc,반도체 및 반도체 장비,571010
645,WIRE,Encore Wire Corp,"건설장비 및 대형차, 기차, 배",521020
646,ATRC,AtriCure Inc,헬스케어 장비 및 용품,561010
647,CALM,Cal-Maine Foods Inc,식품 및 담배,541020
648,EVCM,EverCommerce Inc,소프트웨어 및 IT서비스,572010
649,FROG,Jfrog Ltd,소프트웨어 및 IT서비스,572010
650,GOGO,Gogo Inc,통신 서비스,574010
651,AVAV,AeroVironment Inc,우주항공 및 국방,521010
652,NAVI,Navient Corp,은행,551010
653,SDGR,Schrodinger Inc,소프트웨어 및 IT서비스,572010
654,EVGO,EVgo Inc Class A,전기 유틸리티,591010
655,GOGL,Golden Ocean Group Ltd,화물 및 물류 서비스,524050
656,SABR,Sabre Corp,소프트웨어 및 IT서비스,572010
657,CVCO,Cavco Industries Inc,주택건설,532030
658,WAFD,Washington Federal Inc,은행,551010
659,CLBK,Columbia Financial Inc,은행,551010
660,SBCF,Seacoast Banking Corporation of Florida,은행,551010
661,GSHD,Goosehead Insurance Inc Class A,보험,553010
662,CRDO,Credo Technology Group Holding Ltd,반도체 및 반도체 장비,571010
663,PI,Impinj Inc,반도체 및 반도체 장비,571010
664,RKLB,Rocket Lab USA Inc Class A,우주항공 및 국방,521010
665,SRNG,Soaring Eagle Acquisition Corp Class A,기타 금융업,556010
666,CBRL,Cracker Barrel Old Country Store Inc,호텔 및 엔터테인먼트,533010
667,CYXT,Cyxtera Technologies Inc Class A,소프트웨어 및 IT서비스,572010
668,OMAB,Grupo Aeroportuario del Centro Norte SAB de CV ADR Series B,운송 인프라,524070
669,UPST,Upstart Holdings Inc,은행,551010
670,FTDR,Frontdoor Inc,"개인, 가정 용품 및 서비스",542010
671,TLND,Talend SA ADR,소프트웨어 및 IT서비스,572010
672,TASK,Taskus Inc Class A,전문 및 상업 서비스,522030
673,FA,First Advantage Corp,전문 및 상업 서비스,522030
674,GBT,Global Blood Therapeutics Inc,생명과학 및 메디컬 리서치,562020
675,MYGN,Myriad Genetics Inc,헬스케어 장비 및 용품,561010
676,GRFS,Grifols SA ADR Class B,제약,562010
677,ROIC,Retail Opportunity Investments Corp,주택 및 상업용 리츠,601020
678,TOWN,Towne Bank,은행,551010
679,BYND,Beyond Meat Inc,식품 및 담배,541020
680,ARCB,ArcBest Corp,화물 및 물류 서비스,524050
681,CSGS,CSG Systems International Inc,소프트웨어 및 IT서비스,572010
682,NVEE,NV5 Global Inc,건설 및 엔지니어링,522010
683,TLRY,Tilray Brands Inc,제약,562010
684,ENVX,Enovix Corp,"건설장비 및 대형차, 기차, 배",521020
685,SAGE,SAGE Therapeutics Inc,생명과학 및 메디컬 리서치,562020
686,FFBC,First Financial Bancorp,은행,551010
687,BANR,Banner Corp,은행,551010
688,RUSHA,Rush Enterprises Inc Class A,전문품 상점,534030
689,APPS,Digital Turbine Inc,소프트웨어 및 IT서비스,572010
690,BCRX,BioCryst Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
691,MGRC,McGrath RentCorp,전문 및 상업 서비스,522030
692,RLAY,Relay Therapeutics Inc,생명과학 및 메디컬 리서치,562020
693,HCM,HUTCHMED (China) Ltd ADR,제약,562010
694,SKIN,Beauty Health Co Class A,"개인, 가정 용품 및 서비스",542010
695,ALGT,Allegiant Travel Co,운송업,524060
696,HAIN,Hain Celestial Group Inc,식품 및 담배,541020
697,TSP,TuSimple Holdings Inc Class A,통합 하드웨어 및 소프트웨어,571070
698,STGW,Stagwell Inc Class A,미디어 및 출판,533020
699,PRGS,Progress Software Corp,소프트웨어 및 IT서비스,572010
700,PSMT,PriceSmart Inc,다양한 소매업,534020
701,THRM,Gentherm Inc,자동차 및 자동차 부품,531010
702,LZ,LegalZoom.com Inc,소프트웨어 및 IT서비스,572010
703,IMCR,Immunocore Holdings PLC ADR,생명과학 및 메디컬 리서치,562020
704,GPRE,Green Plains Inc,재생에너지,502010
705,CHI,Calamos Convertible Opportunities and Income Closed Fund,다양한 금융서비스,555010
706,TTGT,TechTarget Inc,소프트웨어 및 IT서비스,572010
707,WSBC,WesBanco Inc,은행,551010
